date,state,positive,death,positiveIncrease,deathIncrease,positive_previous7_avg,death_previous7_avg,state_long,population_2019,positive_population,death_population,positive_previous7_avg_population,death_previous7_avg_population,positive_population_1000000,death_population_1000000,positive_previous7_avg_population_1000000,death_previous7_avg_population_1000000,STAYHOME_x,END_STHM_x,CLBSNS_x,END_BSNS_x,FM_ALL_x,FM_EMP_x,CLREST_x,ENDREST_x,CLGYM_x,ENDGYM_x,CLMOVIE_x,END_MOV_x,CLOSEBAR_x,END_BRS_x,CLBAR2_x,CLMV2_x,CLGYM2_x,CLRST2_x,STAYHOME_y,END_STHM_y,CLBSNS_y,END_BSNS_y,FM_ALL_y,FM_EMP_y,CLREST_y,ENDREST_y,CLGYM_y,ENDGYM_y,CLMOVIE_y,END_MOV_y,CLOSEBAR_y,END_BRS_y,CLBAR2_y,CLMV2_y,CLGYM2_y,CLRST2_y,STAYHOME_z,END_STHM_z,CLBSNS_z,END_BSNS_z,FM_ALL_z,FM_EMP_z,Name,Party
2020-04-18,AZ,4719.0,177.0,212,8,189.42857142857142,9.857142857142858,Arizona,7278717.0,0.0006483285447146798,2.431747243367203e-05,2.6024994711096945e-05,1.3542418062335515e-06,648.3285447146798,24.31747243367203,26.024994711096944,1.3542418062335515,,,,,,,,,,,,,,,,,,,2020-03-31,2020-05-16,2020-03-30,2020-05-08,,2020-05-08,2020-03-20,2020-05-11,2020-03-20,2020-05-13,2020-03-20,2020-05-16,2020-03-20,2020-05-16,2020-06-29,2020-06-29,2020-06-29,,,,,,,,Doug Ducey,Republican
2020-04-18,CA,28963.0,1072.0,1435,87,1192.5714285714287,66.14285714285714,California,39512223.0,0.0007330136803489897,2.7130845055212407e-05,3.018234202037756e-05,1.6739847095633454e-06,733.0136803489897,27.130845055212408,30.182342020377558,1.6739847095633453,,,,,,,,,,,,,,,,,,,2020-03-19,,2020-03-19,2020-05-08,2020-06-18,2020-05-05,2020-03-19,,2020-03-19,,2020-03-19,,2020-03-16,,2020-07-13,2020-07-13,,2020-07-13,,,,,,,Gavin Newsom,Democratic
2020-04-18,CO,9047.0,391.0,372,17,362.42857142857144,20.142857142857142,Colorado,5758736.0,0.0015710044704254544,6.789684402966207e-05,6.293543781631446e-05,3.4977913804100663e-06,1571.0044704254544,67.89684402966206,62.93543781631446,3.4977913804100664,,,,,,,,,,,,,,,,,,,2020-03-26,2020-04-27,2020-03-26,2020-05-01,2020-07-16,2020-04-23,2020-03-17,2020-05-27,2020-03-17,2020-06-04,2020-03-17,2020-06-18,2020-03-17,2020-06-18,2020-06-30,,,,,,,,,,Jared Polis,Democratic
2020-04-18,CT,16809.0,1036.0,0,0,757.0,77.42857142857143,Connecticut,3565287.0,0.0047146274619687,0.00029057969246234594,0.0002123251227741273,2.171734601690451e-05,4714.6274619687,290.5796924623459,212.3251227741273,21.71734601690451,,,,,,,,,,,,,,,,,,,,,2020-03-23,2020-05-20,2020-04-20,2020-04-03,2020-03-16,2020-05-20,2020-03-16,2020-06-17,2020-03-16,2020-06-17,2020-03-16,,,,,,,,,,,,Ned Lamont,Democratic
2020-04-18,DC,2666.0,91.0,190,5,126.85714285714286,6.285714285714286,District of Columbia,705749.0,0.0037775469749160113,0.00012894102577545275,0.0001797482431532214,8.906444480565024e-06,3777.546974916011,128.94102577545274,179.7482431532214,8.906444480565025,,,,,,,,,,,,,,,,,,,2020-04-01,2020-05-29,2020-03-25,2020-05-29,2020-04-17,2020-04-15,2020-03-16,2020-05-29,2020-03-17,2020-06-22,2020-03-17,2020-06-22,2020-03-16,2020-05-29,,,,,,,,,,,Muriel Bowser,Democratic
2020-04-18,DE,2323.0,86.0,0,10,120.57142857142857,6.142857142857143,Delaware,973764.0,0.002385588294494354,8.831708709707897e-05,0.00012381996928560572,6.308363364077069e-06,2385.588294494354,88.31708709707897,123.81996928560572,6.308363364077069,,,,,,,,,,,,,,,,,,,2020-03-24,2020-06-01,2020-03-24,2020-05-08,2020-04-28,2020-05-01,2020-03-16,2020-06-01,2020-03-19,2020-06-01,2020-03-19,2020-06-01,2020-03-16,2020-06-15,,,,,,,,,,,John C. Carney Jr.,Democratic
2020-04-18,FL,25269.0,754.0,1150,55,967.8571428571429,45.142857142857146,Florida,21477737.0,0.0011765205989811682,3.51061194203095e-05,4.506327379170082e-05,2.1018442093250863e-06,1176.5205989811682,35.106119420309504,45.063273791700816,2.1018442093250864,,,,,,,,,,,,,,,,,,,2020-04-03,2020-05-18,2020-03-20,2020-05-18,,2020-05-11,2020-03-20,2020-05-18,2020-03-20,2020-05-18,2020-03-20,,2020-03-17,,2020-06-26,,,,,,,,,,Ron DeSantis,Republican
2020-04-18,GA,17669.0,673.0,475,23,787.1428571428571,35.0,Georgia,10617423.0,0.0016641514612349907,6.338637916187383e-05,7.413690281934299e-05,3.296468455669516e-06,1664.1514612349908,63.38637916187383,74.13690281934299,3.2964684556695163,,,,,,,,,,,,,,,,,,,2020-04-03,2020-05-01,,2020-05-01,,2020-04-27,2020-04-03,2020-04-27,2020-04-03,2020-04-24,2020-04-03,2020-04-27,2020-03-24,2020-06-01,,,,,,,,,,,Brian Kemp,Republican
2020-04-18,HI,553.0,9.0,12,0,12.571428571428571,0.14285714285714285,Hawaii,1415872.0,0.00039057202910997604,6.356506802874836e-06,8.878930137348977e-06,1.0089693337896565e-07,390.57202910997603,6.3565068028748355,8.878930137348977,0.10089693337896566,,,,,,,,,,,,,,,,,,,2020-03-25,2020-06-10,2020-03-25,2020-05-07,2020-04-16,2020-04-16,2020-03-17,2020-06-05,2020-03-25,2020-06-19,2020-03-17,,2020-03-17,2020-06-26,,,,,,,,,,,David Ige,Democratic
2020-04-18,IA,2513.0,74.0,181,10,143.28571428571428,5.714285714285714,Iowa,3155070.0,0.0007964957988253826,2.3454313216505496e-05,4.5414432733889984e-05,1.8111438777224322e-06,796.4957988253826,23.454313216505497,45.41443273388998,1.8111438777224322,,,,,,,,,,,,,,,,,,,,,2020-03-26,2020-05-15,,,2020-03-17,2020-05-15,2020-03-17,2020-05-15,2020-03-17,2020-05-22,2020-03-17,2020-05-28,,,,,,,,,,,Kim Reynolds,Republican
2020-04-18,ID,1655.0,43.0,46,2,37.0,2.5714285714285716,Idaho,1787065.0,0.0009260994983394561,2.4061799654741155e-05,2.0704339237800527e-05,1.4389116072602684e-06,926.0994983394561,24.061799654741154,20.704339237800525,1.4389116072602683,,,,,,,,,,,,,,,,,,,2020-03-25,2020-05-01,2020-03-25,2020-05-01,,,2020-03-25,2020-05-16,2020-03-25,2020-05-16,2020-03-25,2020-05-30,2020-03-25,2020-05-30,,,,,,,,,,,Brad Little,Republican
2020-04-18,IL,29160.0,1259.0,1585,125,1425.7142857142858,83.14285714285714,Illinois,12671821.0,0.0023011688690993976,9.935430748272091e-05,0.00011251060804238679,6.561239867802515e-06,2301.1688690993974,99.35430748272091,112.51060804238679,6.561239867802516,,,,,,,,,,,,,,,,,,,2020-03-21,2020-05-29,2020-03-21,2020-05-29,2020-05-01,2020-05-01,2020-03-16,2020-05-29,2020-03-21,2020-05-29,2020-03-21,2020-06-26,2020-03-16,2020-06-26,,,,,,,,,,,J.B. Pritzker,Democratic
2020-04-18,IN,10641.0,545.0,487,26,458.0,30.714285714285715,Indiana,6732219.0,0.0015806081174721143,8.095399154424418e-05,6.803106078397033e-05,4.562282616517037e-06,1580.6081174721144,80.95399154424418,68.03106078397033,4.562282616517037,,,,,,,,,,,,,,,,,,,2020-03-25,2020-05-18,2020-03-25,2020-05-18,2020-07-27,2020-05-01,2020-03-16,2020-05-18,2020-03-24,2020-06-01,2020-03-25,2020-06-12,2020-03-16,2020-06-12,,,,,,,,,,,Eric Holcomb,Republican
2020-04-18,KS,1790.0,86.0,85,2,74.57142857142857,4.428571428571429,Kansas,2913314.0,0.00061442055336294,2.9519646697884266e-05,2.559677006029167e-05,1.52011469706713e-06,614.4205533629399,29.519646697884266,25.596770060291668,1.52011469706713,,,,,,,,,,,,,,,,,,,2020-03-30,2020-05-04,2020-03-30,2020-05-04,2020-07-03,2020-07-03,2020-03-30,2020-05-04,2020-03-30,2020-05-18,2020-03-30,2020-05-22,2020-03-30,2020-06-08,,,,,,,,,,,Laura Kelly,Democratic
2020-04-18,KY,2522.0,137.0,93,8,118.42857142857143,6.714285714285714,Kentucky,4467673.0,0.0005644996847352078,3.066473307245181e-05,2.6507887087656467e-05,1.50285970219524e-06,564.4996847352078,30.664733072451813,26.507887087656467,1.5028597021952401,,,,,,,,,,,,,,,,,,,,,2020-03-26,2020-05-11,2020-05-11,2020-05-11,2020-03-16,2020-05-22,2020-03-18,2020-06-01,2020-03-18,2020-06-01,2020-03-16,2020-06-29,,,,,,,,,,,Andy Beshear,Democratic
2020-04-18,LA,23580.0,1267.0,462,54,509.42857142857144,65.85714285714286,Louisiana,4648794.0,0.005072283263143086,0.00027254380383385455,0.00010958295235894975,1.4166500571361705e-05,5072.283263143086,272.54380383385455,109.58295235894975,14.166500571361704,,,,,,,,,,,,,,,,,,,2020-03-23,2020-05-15,2020-03-23,2020-05-01,2020-07-13,2020-05-01,2020-03-17,2020-05-01,2020-03-17,2020-05-15,2020-03-17,2020-05-15,2020-03-17,2020-06-05,2020-07-13,,,,,,,,,,John Bel Edwards,Democratic
2020-04-18,MA,37527.0,1983.0,2402,161,2108.714285714286,148.14285714285714,Massachusetts,6892503.0,0.005444611340756762,0.0002877039008905763,0.00030594317996151556,2.149333226882268e-05,5444.611340756762,287.70390089057634,305.94317996151557,21.49333226882268,,,,,,,,,,,,,,,,,,,2020-03-24,2020-05-18,2020-03-24,2020-05-18,2020-05-06,2020-05-06,2020-03-17,2020-06-08,2020-03-24,2020-07-13,2020-03-24,2020-07-13,2020-03-17,,,,,,,,,,,,Charles D. Baker,Republican
2020-04-18,MD,12308.0,582.0,736,41,659.1428571428571,40.57142857142857,Maryland,6045680.0,0.0020358338516097444,9.626708658083127e-05,0.00010902708332939506,6.710813104800216e-06,2035.8338516097444,96.26708658083126,109.02708332939505,6.710813104800216,,,,,2020-04-18,2020-04-18,,,,,,,,,,,,,2020-03-30,2020-05-15,2020-03-23,2020-05-15,2020-04-18,2020-04-18,2020-03-16,2020-05-29,2020-03-16,2020-06-19,2020-03-16,,2020-03-16,2020-06-12,,,,,,,,,FM Mandate All,FM Mandate Employees,Larry Hogan,Republican
2020-04-18,ME,847.0,32.0,20,3,33.0,1.8571428571428572,Maine,1344212.0,0.000630108941149164,2.38057687329082e-05,2.4549699005811585e-05,1.381584792534851e-06,630.108941149164,23.805768732908202,24.549699005811586,1.381584792534851,,,,,,,,,,,,,,,,,,,2020-04-02,2020-05-31,2020-03-25,2020-05-01,2020-05-01,2020-05-01,2020-03-18,2020-06-01,2020-03-25,2020-06-17,2020-03-25,2020-07-01,2020-03-18,2020-06-01,,,,,,,,,,,Janet T. Mills,Democratic
2020-04-18,MI,37029.0,3107.0,709,123,864.1428571428571,146.57142857142858,Michigan,9986857.0,0.003707773126219791,0.000311108890414672,8.652800947714152e-05,1.4676432091841165e-05,3707.773126219791,311.108890414672,86.52800947714152,14.676432091841164,,,,,,,,,,,,,,,,,,,2020-03-24,2020-06-01,2020-03-24,2020-05-26,2020-04-27,2020-04-26,2020-03-16,2020-06-08,2020-03-16,,2020-03-16,,2020-03-16,2020-06-08,,,,,,,,,,,Gretchen Whitmer,Democratic
2020-04-18,MN,2788.0,121.0,120,10,140.28571428571428,8.142857142857142,Minnesota,5639632.0,0.0004943584971501687,2.1455300629544622e-05,2.4874976644879362e-05,1.4438632064746675e-06,494.35849715016866,21.45530062954462,24.87497664487936,1.4438632064746675,,,,,,,,,,,,,,,,,,,2020-03-28,2020-05-18,2020-03-28,2020-04-27,2020-07-24,2020-06-01,2020-03-17,2020-06-01,2020-03-17,2020-06-10,2020-03-17,2020-06-10,2020-03-17,2020-06-10,,,,,,,,,,,Tim Walz,Democratic
2020-04-18,MO,5517.0,175.0,234,10,213.28571428571428,9.428571428571429,Missouri,6137428.0,0.0008989107489326148,2.8513572786515785e-05,3.475164422062699e-05,1.536241472579626e-06,898.9107489326148,28.513572786515784,34.75164422062699,1.536241472579626,,,,,,,,,,,,,,,,,,,2020-04-06,2020-05-04,2020-04-03,2020-05-04,,,2020-03-23,2020-05-04,2020-04-03,2020-05-04,2020-04-03,,2020-03-23,2020-05-04,,,,,,,,,,,Mike Parson,Republican
2020-04-18,MS,3974.0,152.0,181,12,190.28571428571428,8.428571428571429,Mississippi,2976149.0,0.0013352826084984321,5.107271174931094e-05,6.393689102451332e-05,2.8320394673020162e-06,1335.2826084984322,51.07271174931094,63.93689102451332,2.832039467302016,,,,,,,,,,,,,,,,,,,2020-04-03,2020-04-27,2020-04-03,2020-04-27,2020-08-05,2020-05-07,2020-03-24,2020-05-07,2020-03-24,2020-05-11,2020-03-24,2020-06-01,2020-03-24,2020-06-01,,,,,,,,,,,Tate Reeves,Republican
2020-04-18,MT,426.0,10.0,4,2,7.0,0.5714285714285714,Montana,1068778.0,0.0003985860487397757,9.356480017365627e-06,6.549536012155939e-06,5.346560009923215e-07,398.5860487397757,9.356480017365627,6.549536012155939,0.5346560009923216,,,,,,,,,,,,,,,,,,,2020-03-28,2020-04-26,2020-03-28,2020-04-27,,,2020-03-20,2020-05-04,2020-03-20,2020-05-15,2020-03-20,2020-05-15,2020-03-20,2020-05-04,,,,,,,,,,,Steve Bullock,Democratic
2020-04-18,NC,6140.0,164.0,281,12,261.14285714285717,12.0,North Carolina,10488084.0,0.0005854262799573306,1.56367931454401e-05,2.4899005113122392e-05,1.1441555960078122e-06,585.4262799573306,15.6367931454401,24.899005113122392,1.1441555960078122,,,,,,,,,,,,,,,,,,,2020-03-30,2020-05-22,2020-03-30,2020-05-08,2020-06-26,2020-06-26,2020-03-17,2020-05-22,2020-03-25,,2020-03-25,,2020-03-17,,,,,,,,,,,,Roy Cooper,Democratic
2020-04-18,ND,528.0,9.0,89,0,33.57142857142857,0.2857142857142857,North Dakota,762062.0,0.000692857011634224,1.1810062698310636e-05,4.405340847782538e-05,3.749226253431948e-07,692.857011634224,11.810062698310636,44.053408477825386,0.3749226253431948,,,,,,,,,,,,,,,,,,,,,2020-03-20,2020-05-01,,2020-04-28,2020-03-20,2020-05-01,2020-03-20,2020-05-01,2020-03-20,2020-05-01,2020-03-20,2020-05-01,,,,,,,,,,,Doug Burgum,Republican
2020-04-18,NE,1138.0,24.0,72,0,62.57142857142857,1.0,Nebraska,1934408.0,0.0005882936795133188,1.240689658024574e-05,3.2346551798497816e-05,5.169540241769058e-07,588.2936795133188,12.40689658024574,32.34655179849781,0.5169540241769057,,,,,,,,,,,,,,,,,,,,,,2020-05-18,,2020-05-04,2020-04-03,2020-05-18,2020-04-03,2020-05-18,2020-04-03,2020-06-22,2020-04-03,2020-06-22,,,,,,,,,,,Pete Ricketts,Republican
2020-04-18,NH,1287.0,37.0,0,0,57.42857142857143,2.142857142857143,New Hampshire,1359711.0,0.0009465246659032692,2.7211664831717918e-05,4.223586587780155e-05,1.5759651446940878e-06,946.5246659032691,27.21166483171792,42.23586587780155,1.5759651446940879,,,,,,,,,,,,,,,,,,,2020-03-28,2020-06-16,2020-03-28,2020-05-11,,2020-05-01,2020-03-16,2020-05-18,2020-03-27,2020-06-01,2020-03-28,2020-06-29,2020-03-16,2020-06-15,,,,,,,,,,,Chris Sununu,Republican
2020-04-18,NJ,81420.0,5165.0,2953,286,3324.1428571428573,330.14285714285717,New Jersey,8882190.0,0.00916665822280316,0.0005815007334902766,0.000374248114163608,3.716908297873128e-05,9166.65822280316,581.5007334902766,374.248114163608,37.169082978731275,,,,,,,,,,,,,,,,,,,2020-03-21,2020-06-09,2020-03-21,2020-05-18,2020-04-08,2020-04-08,2020-03-16,2020-06-15,2020-03-16,,2020-03-16,,2020-03-16,2020-06-15,,,,,,,,,,,Phil Murphy,Democratic
2020-04-18,NM,1711.0,51.0,114,7,88.57142857142857,4.571428571428571,New Mexico,2096829.0,0.0008159940557861419,2.432244117188383e-05,4.2240654136044744e-05,2.1801627941184383e-06,815.9940557861419,24.32244117188383,42.240654136044746,2.1801627941184383,,,,,,,,,,,,,,,,,,,2020-03-24,,2020-03-24,2020-05-15,2020-05-15,2020-05-06,2020-03-19,2020-06-01,2020-03-19,2020-06-01,2020-03-19,,2020-03-19,,,,,2020-07-13,,,,,,,Michelle Lujan Grisham,Democratic
2020-04-18,NV,3626.0,168.0,102,6,132.28571428571428,6.142857142857143,Nevada,3080156.0,0.0011772131021935252,5.454269199352241e-05,4.294773196088584e-05,1.9943331256134893e-06,1177.2131021935252,54.54269199352241,42.94773196088584,1.9943331256134893,,,,,,,,,,,,,,,,,,,2020-03-31,2020-05-09,2020-03-21,2020-05-09,2020-06-26,2020-05-09,2020-03-21,2020-05-09,2020-03-21,2020-05-29,2020-03-21,2020-05-29,2020-03-20,2020-05-29,,,,,,,,,,,Steve Sisolak,Democratic
2020-04-18,NY,236732.0,13362.0,7090,540,8039.142857142857,676.4285714285714,New York,19453561.0,0.01216908307944237,0.0006868665330733021,0.00041324788079379694,3.47714524568829e-05,12169.08307944237,686.8665330733021,413.2478807937969,34.771452456882905,,,,,,,,,,,,,,,,,,,2020-03-22,2020-06-13,2020-03-22,2020-05-15,2020-04-17,2020-04-17,2020-03-16,2020-06-22,2020-03-16,,2020-03-16,,2020-03-16,,,,,,,,,,,,Andrew Cuomo,Democratic
2020-04-18,OH,10222.0,451.0,1115,33,567.4285714285714,29.142857142857142,Ohio,11689100.0,0.0008744899094027769,3.858295334970186e-05,4.8543392684515614e-05,2.4931651831926446e-06,874.4899094027769,38.58295334970186,48.54339268451562,2.4931651831926445,,,,,,,,,,,,,,,,,,,2020-03-24,2020-05-20,2020-03-24,2020-05-04,2020-07-23,2020-04-29,2020-03-15,2020-05-15,2020-03-17,2020-05-20,2020-03-17,2020-06-10,2020-03-15,2020-05-15,,,,,,,,,,,Richard Michael DeWine,Republican
2020-04-18,OK,2570.0,139.0,105,3,100.28571428571429,6.428571428571429,Oklahoma,3956971.0,0.000649486690703571,3.512787938046551e-05,2.534406097131222e-05,1.6246192930328347e-06,649.486690703571,35.12787938046551,25.34406097131222,1.6246192930328347,,,,,,,,,,,,,,,,,,,,,2020-04-01,2020-04-24,,,2020-04-01,2020-05-01,2020-04-01,2020-05-01,2020-04-01,2020-05-01,2020-03-25,2020-05-15,,,,,,,,,,,Kevin Stitt,Republican
2020-04-18,OR,1844.0,72.0,59,2,67.57142857142857,3.4285714285714284,Oregon,4217737.0,0.00043720127641908447,1.7070765673630195e-05,1.6020778102434687e-05,8.128936035061998e-07,437.2012764190845,17.070765673630195,16.020778102434686,0.8128936035061998,,,,,,,,,,,,,,,,,,,2020-03-23,2020-06-19,,2020-05-15,2020-07-01,2020-05-09,2020-03-17,2020-06-19,2020-03-24,2020-06-19,2020-03-24,,2020-03-17,2020-06-19,,,,,,,,,,,Kate Brown,Democratic
2020-04-18,PA,31069.0,836.0,1628,80,1344.857142857143,48.857142857142854,Pennsylvania,12801989.0,0.002426888509277738,6.530235262661137e-05,0.00010505064040104572,3.8163712573993665e-06,2426.8885092777377,65.30235262661138,105.05064040104571,3.8163712573993664,,,,,,,,,,,,,,,,,,,2020-04-01,2020-06-05,2020-03-19,2020-06-05,2020-07-01,2020-04-19,2020-03-17,2020-06-05,2020-03-19,2020-07-03,2020-03-19,2020-07-03,2020-03-19,2020-06-05,2020-07-16,,,,,,,,,,Tom Wolf,Democratic
2020-04-18,RI,4868.0,150.0,283,32,287.85714285714283,13.428571428571429,Rhode Island,1059361.0,0.004595222969318297,0.00014159479157718662,0.0002717271476457438,1.2676105150719565e-05,4595.222969318297,141.5947915771866,271.7271476457438,12.676105150719565,,,,,2020-04-18,2020-04-18,,,,,,,,,,,,,2020-03-28,2020-05-09,2020-03-30,2020-05-09,2020-04-18,2020-04-18,2020-03-17,2020-05-18,2020-03-23,2020-06-01,2020-03-23,2020-06-30,2020-03-17,2020-06-01,,,,,,,,,FM Mandate All,FM Mandate Employees,Gina Raimondo,Democratic
2020-04-18,SC,4246.0,119.0,315,10,148.42857142857142,5.571428571428571,South Carolina,5148714.0,0.0008246719472085651,2.3112567526570713e-05,2.8828280504330093e-05,1.0821010006437669e-06,824.671947208565,23.112567526570714,28.828280504330092,1.0821010006437668,,,,,,,,,,,,,,,,,,,2020-04-07,2020-05-04,2020-04-01,2020-04-20,,2020-08-03,2020-03-18,2020-05-04,2020-04-01,2020-05-18,2020-04-01,,2020-03-18,2020-05-04,,,,,,,,,,,Henry McMaster,Republican
2020-04-18,SD,1542.0,7.0,131,0,130.85714285714286,0.14285714285714285,South Dakota,884659.0,0.0017430444951105455,7.912653350047871e-06,0.00014791817282946634,1.614827214295484e-07,1743.0444951105455,7.912653350047871,147.91817282946636,0.1614827214295484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristi L. Noem,Republican
2020-04-18,TN,6762.0,145.0,173,3,235.42857142857142,6.285714285714286,Tennessee,6829174.0,0.000990163671331262,2.1232436016420142e-05,3.4473945374443733e-05,9.204208716477696e-07,990.1636713312619,21.23243601642014,34.47394537444374,0.9204208716477696,,,,,,,,,,,,,,,,,,,2020-04-02,2020-04-29,2020-04-01,2020-05-01,,,2020-03-23,2020-04-27,2020-03-23,2020-05-01,2020-03-23,2020-05-22,2020-03-23,2020-05-22,,,,,,,,,,,Bill Lee,Republican
2020-04-18,TX,18260.0,453.0,889,25,814.1428571428571,28.428571428571427,Texas,28995881.0,0.0006297446178648616,1.5622908646921265e-05,2.8077879652729197e-05,9.804348220552923e-07,629.7446178648617,15.622908646921266,28.077879652729198,0.9804348220552923,,,,,,,,,,,,,,,,,,,,,2020-03-31,2020-05-01,2020-07-03,2020-05-08,2020-03-21,2020-05-01,2020-03-21,2020-05-18,2020-03-31,2020-05-01,2020-03-20,2020-05-22,2020-06-26,,,,,,,,,,Greg Abbott,Republican
2020-04-18,UT,2931.0,25.0,126,2,103.57142857142857,1.0,Utah,3205958.0,0.0009142353081356649,7.797981133876365e-06,3.2305921840344934e-05,3.119192453550546e-07,914.2353081356649,7.797981133876364,32.305921840344936,0.31191924535505455,,,,,,,,,,,,,,,,,,,,,,2020-05-01,2020-04-10,2020-04-10,2020-03-19,2020-05-01,,2020-05-01,,2020-05-01,2020-03-18,2020-05-01,,,,,,,,,,,Gary Herbert,Republican
2020-04-18,VA,8053.0,258.0,562,27,425.14285714285717,18.285714285714285,Virginia,8535519.0,0.0009434692840587667,3.0226632967485634e-05,4.980867093645473e-05,2.142308427374397e-06,943.4692840587667,30.226632967485635,49.80867093645473,2.142308427374397,,,,,,,,,,,,,,,,,,,2020-03-30,2020-06-05,2020-03-25,2020-05-29,2020-05-29,2020-05-29,2020-03-25,2020-05-29,2020-03-25,2020-06-12,2020-03-25,2020-07-01,2020-03-24,2020-06-12,,,,,,,,,,,Ralph Northam,Democratic
2020-04-18,VT,813.0,38.0,11,3,11.428571428571429,1.8571428571428572,Vermont,623989.0,0.001302907583306757,6.089850942885211e-05,1.8315341181609657e-05,2.9762429420115693e-06,1302.9075833067568,60.89850942885211,18.315341181609657,2.9762429420115692,,,,,,,,,,,,,,,,,,,2020-03-24,2020-05-15,2020-03-25,2020-04-27,2020-08-01,2020-04-17,2020-03-17,2020-05-22,2020-03-23,2020-06-01,2020-03-25,2020-06-01,2020-03-17,2020-06-08,,,,,,,,,,,Phil Scott,Republican
2020-04-18,WA,13407.0,598.0,233,13,257.42857142857144,14.857142857142858,Washington,7614893.0,0.0017606288098861009,7.853032209382325e-05,3.380593416461288e-05,1.9510639029521306e-06,1760.628809886101,78.53032209382324,33.80593416461288,1.9510639029521306,,,,,,,,,,,,,,,,,,,2020-03-23,2020-06-01,2020-03-25,2020-05-05,2020-06-26,2020-05-04,2020-03-16,,2020-03-16,,2020-03-16,,2020-03-16,,,,,,,,,,,,Jay Inslee,Democratic
2020-04-18,WI,5013.0,211.0,174,6,170.14285714285714,10.571428571428571,Wisconsin,5822434.0,0.0008609801330508856,3.623913985113442e-05,2.9221946894178128e-05,1.8156373385131666e-06,860.9801330508857,36.23913985113442,29.221946894178128,1.8156373385131666,,,,,,,,,,,,,,,,,,,2020-03-25,2020-05-13,2020-03-25,2020-05-11,2020-08-01,2020-08-01,2020-03-17,2020-05-13,2020-03-25,2020-05-13,2020-03-25,2020-05-13,2020-03-17,2020-05-13,,,,,,,,,,,Tony Evers,Democratic
2020-04-18,WV,785.0,16.0,31,3,29.714285714285715,1.5714285714285714,West Virginia,1792147.0,0.00043802210421354945,8.927839066772982e-06,1.6580272552578397e-05,8.768413369152036e-07,438.0221042135494,8.927839066772982,16.580272552578396,0.8768413369152036,,,,,,,,,,,,,,,,,,,2020-03-24,2020-05-04,2020-03-24,2020-05-04,2020-07-07,2020-05-04,2020-03-18,2020-05-04,2020-03-19,2020-05-18,2020-03-24,2020-06-05,2020-03-18,2020-05-26,,,,,,,,,,,Jim Justice,Republican
2020-04-18,WY,305.0,2.0,9,0,6.285714285714286,0.2857142857142857,Wyoming,578759.0,0.0005269896450854328,3.4556698038389036e-06,1.086067652635084e-05,4.936671148341291e-07,526.9896450854328,3.4556698038389038,10.86067652635084,0.4936671148341291,,,,,,,,,,,,,,,,,,,,,2020-03-19,2020-05-01,,2020-05-01,2020-03-19,2020-05-15,2020-03-19,2020-05-01,2020-03-19,2020-05-15,2020-03-19,2020-05-15,,,,,,,,,,,Mark Gordon,Republican
2020-04-19,AK,319.0,9.0,5,0,6.714285714285714,0.14285714285714285,Alaska,731545.0,0.00043606340006424756,1.2302729155417643e-05,9.178226512771894e-06,1.952814151653594e-07,436.06340006424756,12.302729155417643,9.178226512771893,0.1952814151653594,,,,,,,,,,,,,,,,,,,2020-03-28,2020-04-24,2020-03-28,2020-04-24,,2020-04-24,2020-03-18,2020-04-24,2020-03-18,2020-05-08,2020-03-18,2020-05-08,2020-03-18,2020-05-08,,,,,,,,,,,Mike Dunleavy,Republican
2020-04-19,AL,4837.0,154.0,182,8,187.42857142857142,8.714285714285714,Alabama,4903185.0,0.0009865016310826535,3.140815612708882e-05,3.8225882039647986e-05,1.7772704301970482e-06,986.5016310826535,31.40815612708882,38.225882039647985,1.7772704301970483,,,,,,,,,,,,,,,,,,,2020-04-04,2020-04-30,2020-03-28,2020-04-30,2020-07-16,2020-05-11,2020-03-19,2020-05-11,2020-03-28,2020-05-11,2020-03-28,2020-05-22,2020-03-19,2020-05-11,,,,,,,,,,,Kay Ivey,Republican
2020-04-19,AR,1781.0,40.0,42,2,71.57142857142857,1.8571428571428572,Arkansas,3017804.0,0.0005901642386317998,1.3254671277524981e-05,2.3716393964428627e-05,6.153954521708027e-07,590.1642386317998,13.25467127752498,23.716393964428626,0.6153954521708027,,,,,,,,,,,,,,,,,,,,,2020-04-04,2020-05-04,2020-07-20,2020-05-11,2020-03-19,2020-05-11,2020-03-20,2020-05-04,2020-03-20,2020-05-18,2020-03-19,2020-05-26,,,,,,,,,,,Asa Hutchinson,Republican
2020-04-19,AZ,4929.0,184.0,210,7,198.57142857142858,9.857142857142858,Arizona,7278717.0,0.0006771797831953076,2.5279180383026295e-05,2.7281103053110677e-05,1.3542418062335515e-06,677.1797831953077,25.279180383026294,27.281103053110677,1.3542418062335515,,,,,,,,,,,,,,,,,,,2020-03-31,2020-05-16,2020-03-30,2020-05-08,,2020-05-08,2020-03-20,2020-05-11,2020-03-20,2020-05-13,2020-03-20,2020-05-16,2020-03-20,2020-05-16,2020-06-29,2020-06-29,2020-06-29,,,,,,,,Doug Ducey,Republican
