date,state,positive,death,positiveIncrease,deathIncrease,positive_previous7_avg,death_previous7_avg,state_long,population_2019,positive_population,death_population,positive_previous7_avg_population,death_previous7_avg_population,positive_population_1000000,death_population_1000000,positive_previous7_avg_population_1000000,death_previous7_avg_population_1000000,STAYHOME_x,END_STHM_x,CLBSNS_x,END_BSNS_x,FM_ALL_x,FM_EMP_x,CLREST_x,ENDREST_x,CLGYM_x,ENDGYM_x,CLMOVIE_x,END_MOV_x,CLOSEBAR_x,END_BRS_x,CLBAR2_x,CLMV2_x,CLGYM2_x,CLRST2_x,STAYHOME_y,END_STHM_y,CLBSNS_y,END_BSNS_y,FM_ALL_y,FM_EMP_y,CLREST_y,ENDREST_y,CLGYM_y,ENDGYM_y,CLMOVIE_y,END_MOV_y,CLOSEBAR_y,END_BRS_y,CLBAR2_y,CLMV2_y,CLGYM2_y,CLRST2_y,STAYHOME_z,END_STHM_z,CLBSNS_z,END_BSNS_z,FM_ALL_z,FM_EMP_z,Name,Party
2020-05-20,MS,11967.0,570.0,263,16,268.14285714285717,15.0,Mississippi,2976149.0,0.0040209680362105526,0.00019152266905991602,9.009725559535398e-05,5.040070238418843e-06,4020.9680362105523,191.522669059916,90.09725559535399,5.040070238418843,,,,,,,,,,,,,,,,,,,2020-04-03,2020-04-27,2020-04-03,2020-04-27,2020-08-05,2020-05-07,2020-03-24,2020-05-07,2020-03-24,2020-05-11,2020-03-24,2020-06-01,2020-03-24,2020-06-01,,,,,,,,,,,Tate Reeves,Republican
2020-05-20,MT,478.0,16.0,7,0,2.2857142857142856,0.0,Montana,1068778.0,0.00044723974483007695,1.4970368027785004e-05,2.138624003969286e-06,0.0,447.239744830077,14.970368027785003,2.1386240039692863,0.0,,,,,,,,,,,,,,,,,,,2020-03-28,2020-04-26,2020-03-28,2020-04-27,,,2020-03-20,2020-05-04,2020-03-20,2020-05-15,2020-03-20,2020-05-15,2020-03-20,2020-05-04,,,,,,,,,,,Steve Bullock,Democratic
2020-05-20,NC,20122.0,702.0,422,11,615.1428571428571,15.0,North Carolina,10488084.0,0.0019185582419057666,6.693310236645702e-05,5.8651595195352854e-05,1.4301944950097654e-06,1918.5582419057666,66.93310236645702,58.651595195352854,1.4301944950097654,,,,,,,,,,,,,,,,,,,2020-03-30,2020-05-22,2020-03-30,2020-05-08,2020-06-26,2020-06-26,2020-03-17,2020-05-22,2020-03-25,,2020-03-25,,2020-03-17,,,,,,,,,,,,Roy Cooper,Democratic
2020-05-20,ND,2095.0,37.0,101,0,64.0,1.1428571428571428,North Dakota,762062.0,0.0027491201503289757,4.855247998194373e-05,8.398266807687564e-05,1.4996905013727792e-06,2749.120150328976,48.552479981943726,83.98266807687564,1.4996905013727793,,,,,,,,,,,,,,,,,,,,,2020-03-20,2020-05-01,,2020-04-28,2020-03-20,2020-05-01,2020-03-20,2020-05-01,2020-03-20,2020-05-01,2020-03-20,2020-05-01,,,,,,,,,,,Doug Burgum,Republican
2020-05-20,NE,10846.0,132.0,221,7,307.7142857142857,4.142857142857143,Nebraska,1934408.0,0.005606883346222721,6.823793119135157e-05,0.00015907413829672215,2.1416666715900386e-06,5606.88334622272,68.23793119135156,159.07413829672214,2.1416666715900385,,,,,,,,,,,,,,,,,,,,,,2020-05-18,,2020-05-04,2020-04-03,2020-05-18,2020-04-03,2020-05-18,2020-04-03,2020-06-22,2020-04-03,2020-06-22,,,,,,,,,,,Pete Ricketts,Republican
2020-05-20,NH,3721.0,182.0,69,10,68.85714285714286,5.714285714285714,New Hampshire,1359711.0,0.0027366109415897935,0.00013385197295601785,5.0641013316170024e-05,4.202573719184234e-06,2736.6109415897936,133.85197295601785,50.641013316170024,4.202573719184234,,,,,,,,,,,,,,,,,,,2020-03-28,2020-06-16,2020-03-28,2020-05-11,,2020-05-01,2020-03-16,2020-05-18,2020-03-27,2020-06-01,2020-03-28,2020-06-29,2020-03-16,2020-06-15,,,,,,,,,,,Chris Sununu,Republican
2020-05-20,NJ,150399.0,12492.0,1386,170,1262.7142857142858,154.71428571428572,New Jersey,8882190.0,0.016932648367125675,0.001406409905665157,0.0001421624943526637,1.741848414797316e-05,16932.648367125676,1406.4099056651569,142.16249435266369,17.41848414797316,,,,,,,,,,,,,,,,,,,2020-03-21,2020-06-09,2020-03-21,2020-05-18,2020-04-08,2020-04-08,2020-03-16,2020-06-15,2020-03-16,,2020-03-16,,2020-03-16,2020-06-15,,,,,,,,,,,Phil Murphy,Democratic
2020-05-20,NM,6192.0,276.0,96,6,140.0,8.142857142857142,New Mexico,2096829.0,0.002953030504633425,0.00013162732869490072,6.676748556987719e-05,3.883414977023468e-06,2953.030504633425,131.6273286949007,66.76748556987718,3.8834149770234685,,,,,,,,,,,,,,,,,,,2020-03-24,,2020-03-24,2020-05-15,2020-05-15,2020-05-06,2020-03-19,2020-06-01,2020-03-19,2020-06-01,2020-03-19,,2020-03-19,,,,,2020-07-13,,,,,,,Michelle Lujan Grisham,Democratic
2020-05-20,NV,7166.0,393.0,120,3,110.28571428571429,5.428571428571429,Nevada,3080156.0,0.0023265055406284617,0.00012759094019913276,3.580523658078172e-05,1.762433924960758e-06,2326.505540628462,127.59094019913276,35.80523658078172,1.762433924960758,,,,,,,,,,,,,,,,,,,2020-03-31,2020-05-09,2020-03-21,2020-05-09,2020-06-26,2020-05-09,2020-03-21,2020-05-09,2020-03-21,2020-05-29,2020-03-21,2020-05-29,2020-03-20,2020-05-29,,,,,,,,,,,Steve Sisolak,Democratic
2020-05-20,NY,354370.0,22976.0,1525,133,1958.4285714285713,137.57142857142858,New York,19453561.0,0.018216202164734775,0.001181069111202828,0.00010067198347020226,7.071786423649048e-06,18216.202164734776,1181.069111202828,100.67198347020226,7.071786423649048,,,,,,,,,,,,,,,,,,,2020-03-22,2020-06-13,2020-03-22,2020-05-15,2020-04-17,2020-04-17,2020-03-16,2020-06-22,2020-03-16,,2020-03-16,,2020-03-16,,,,,,,,,,,,Andrew Cuomo,Democratic
2020-05-20,OH,29436.0,1781.0,484,61,530.7142857142857,42.57142857142857,Ohio,11689100.0,0.0025182434918000532,0.00015236416832775833,4.5402493409611146e-05,3.6419765911343533e-06,2518.243491800053,152.36416832775834,45.40249340961115,3.641976591134353,,2020-05-20,,,,,,,,2020-05-20,,,,,,,,,2020-03-24,2020-05-20,2020-03-24,2020-05-04,2020-07-23,2020-04-29,2020-03-15,2020-05-15,2020-03-17,2020-05-20,2020-03-17,2020-06-10,2020-03-15,2020-05-15,,,,,,SAH Order Relaxed/Ended,,,,,Richard Michael DeWine,Republican
2020-05-20,OK,5532.0,299.0,43,5,97.14285714285714,3.0,Oklahoma,3956971.0,0.0013980390556311887,7.556284845150496e-05,2.4549802650273945e-05,7.581556700819895e-07,1398.0390556311886,75.56284845150496,24.549802650273946,0.7581556700819896,,,,,,,,,,,,,,,,,,,,,2020-04-01,2020-04-24,,,2020-04-01,2020-05-01,2020-04-01,2020-05-01,2020-04-01,2020-05-01,2020-03-25,2020-05-15,,,,,,,,,,,Kevin Stitt,Republican
2020-05-20,OR,3801.0,144.0,75,4,55.0,1.4285714285714286,Oregon,4217737.0,0.0009011941711870607,3.414153134726039e-05,1.3040168222911955e-05,3.3870566812758323e-07,901.1941711870608,34.14153134726039,13.040168222911955,0.33870566812758324,,,,,,,,,,,,,,,,,,,2020-03-23,2020-06-19,,2020-05-15,2020-07-01,2020-05-09,2020-03-17,2020-06-19,2020-03-24,2020-06-19,2020-03-24,,2020-03-17,2020-06-19,,,,,,,,,,,Kate Brown,Democratic
2020-05-20,PA,63666.0,4624.0,0,0,709.7142857142857,97.28571428571429,Pennsylvania,12801989.0,0.004973133471681627,0.000361193873858195,5.543781405485395e-05,7.5992655739443526e-06,4973.133471681627,361.193873858195,55.43781405485395,7.599265573944352,,,,,,,,,,,,,,,,,,,2020-04-01,2020-06-05,2020-03-19,2020-06-05,2020-07-01,2020-04-19,2020-03-17,2020-06-05,2020-03-19,2020-07-03,2020-03-19,2020-07-03,2020-03-19,2020-06-05,2020-07-16,,,,,,,,,,Tom Wolf,Democratic
2020-05-20,RI,13579.0,538.0,187,6,196.57142857142858,10.857142857142858,Rhode Island,1059361.0,0.012818104498844114,0.0005078533191235094,0.00018555660305734172,1.0248765866539223e-05,12818.104498844114,507.8533191235094,185.5566030573417,10.248765866539223,,,,,,,,,,,,,,,,,,,2020-03-28,2020-05-09,2020-03-30,2020-05-09,2020-04-18,2020-04-18,2020-03-17,2020-05-18,2020-03-23,2020-06-01,2020-03-23,2020-06-30,2020-03-17,2020-06-01,,,,,,,,,,,Gina Raimondo,Democratic
2020-05-20,SC,9056.0,399.0,0,0,161.28571428571428,6.285714285714286,South Carolina,5148714.0,0.0017588858110976838,7.749507935379592e-05,3.132543665966186e-05,1.2208318981621985e-06,1758.8858110976837,77.49507935379592,31.32543665966186,1.2208318981621984,,,,,,,,,,,,,,,,,,,2020-04-07,2020-05-04,2020-04-01,2020-04-20,,2020-08-03,2020-03-18,2020-05-04,2020-04-01,2020-05-18,2020-04-01,,2020-03-18,2020-05-04,,,,,,,,,,,Henry McMaster,Republican
2020-05-20,SD,4177.0,46.0,92,0,63.57142857142857,1.0,South Dakota,884659.0,0.004721593291878565,5.1997436300314586e-05,7.185981103614904e-05,1.1303790500068388e-06,4721.593291878566,51.99743630031458,71.85981103614904,1.1303790500068387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristi L. Noem,Republican
2020-05-20,TN,18532.0,309.0,154,4,308.85714285714283,5.142857142857143,Tennessee,6829174.0,0.0027136517534917105,4.52470533039574e-05,4.522613464778359e-05,7.530716222572662e-07,2713.6517534917107,45.2470533039574,45.22613464778359,0.7530716222572662,,,,,,,,,,,,,,,,,,,2020-04-02,2020-04-29,2020-04-01,2020-05-01,,,2020-03-23,2020-04-27,2020-03-23,2020-05-01,2020-03-23,2020-05-22,2020-03-23,2020-05-22,,,,,,,,,,,Bill Lee,Republican
2020-05-20,TX,51323.0,1419.0,1411,50,1274.2857142857142,37.285714285714285,Texas,28995881.0,0.0017700100231477706,4.893798536419707e-05,4.394712870720204e-05,1.2858969274192525e-06,1770.0100231477707,48.937985364197075,43.94712870720204,1.2858969274192524,,,,,,,,,,,,,,,,,,,,,2020-03-31,2020-05-01,2020-07-03,2020-05-08,2020-03-21,2020-05-01,2020-03-21,2020-05-18,2020-03-31,2020-05-01,2020-03-20,2020-05-22,2020-06-26,,,,,,,,,,Greg Abbott,Republican
2020-05-20,UT,7710.0,90.0,192,2,155.71428571428572,2.142857142857143,Utah,3205958.0,0.0024048973816874707,2.807273208195491e-05,4.857028249100135e-05,6.683983829036883e-07,2404.897381687471,28.07273208195491,48.57028249100135,0.6683983829036884,,,,,,,,,,,,,,,,,,,,,,2020-05-01,2020-04-10,2020-04-10,2020-03-19,2020-05-01,,2020-05-01,,2020-05-01,2020-03-18,2020-05-01,,,,,,,,,,,Gary Herbert,Republican
2020-05-20,VA,32908.0,1074.0,763,33,880.2857142857143,21.0,Virginia,8535519.0,0.0038554187507520046,0.0001258271465390681,0.00010313206663657058,2.460307334562784e-06,3855.4187507520046,125.82714653906811,103.13206663657058,2.460307334562784,,,,,,,,,,,,,,,,,,,2020-03-30,2020-06-05,2020-03-25,2020-05-29,2020-05-29,2020-05-29,2020-03-25,2020-05-29,2020-03-25,2020-06-12,2020-03-25,2020-07-01,2020-03-24,2020-06-12,,,,,,,,,,,Ralph Northam,Democratic
2020-05-20,VT,944.0,54.0,0,0,2.0,0.14285714285714285,Vermont,623989.0,0.0015128471816009577,8.653998708310563e-05,3.20518470678169e-06,2.2894176477012072e-07,1512.8471816009576,86.53998708310563,3.20518470678169,0.2289417647701207,,,,,,,,,,,,,,,,,,,2020-03-24,2020-05-15,2020-03-25,2020-04-27,2020-08-01,2020-04-17,2020-03-17,2020-05-22,2020-03-23,2020-06-01,2020-03-25,2020-06-01,2020-03-17,2020-06-08,,,,,,,,,,,Phil Scott,Republican
2020-05-20,WA,20784.0,1031.0,249,29,229.28571428571428,9.857142857142858,Washington,7614893.0,0.0027293883183913416,0.0001353925787269762,3.0110168886905472e-05,1.2944558586893942e-06,2729.3883183913417,135.39257872697618,30.110168886905473,1.2944558586893942,,,,,,,,,,,,,,,,,,,2020-03-23,2020-06-01,2020-03-25,2020-05-05,2020-06-26,2020-05-04,2020-03-16,,2020-03-16,,2020-03-16,,2020-03-16,,,,,,,,,,,,Jay Inslee,Democratic
2020-05-20,WI,15269.0,481.0,577,14,402.85714285714283,8.571428571428571,Wisconsin,5822434.0,0.002622442779085173,8.261149890234909e-05,6.919050398117744e-05,1.4721383825782433e-06,2622.4427790851732,82.6114989023491,69.19050398117743,1.4721383825782433,,,,,,,,,,,,,,,,,,,2020-03-25,2020-05-13,2020-03-25,2020-05-11,2020-08-01,2020-08-01,2020-03-17,2020-05-13,2020-03-25,2020-05-13,2020-03-25,2020-05-13,2020-03-17,2020-05-13,,,,,,,,,,,Tony Evers,Democratic
2020-05-20,WV,1545.0,69.0,36,1,21.0,1.5714285714285714,West Virginia,1792147.0,0.0008620944598852661,3.850130597545849e-05,1.1717788775139539e-05,8.768413369152036e-07,862.0944598852661,38.501305975458486,11.717788775139539,0.8768413369152036,,,,,,,,,,,,,,,,,,,2020-03-24,2020-05-04,2020-03-24,2020-05-04,2020-07-07,2020-05-04,2020-03-18,2020-05-04,2020-03-19,2020-05-18,2020-03-24,2020-06-05,2020-03-18,2020-05-26,,,,,,,,,,,Jim Justice,Republican
2020-05-20,WY,787.0,11.0,21,1,16.0,0.5714285714285714,Wyoming,578759.0,0.0013598060678106086,1.900618392111397e-05,2.764535843071123e-05,9.873342296682582e-07,1359.8060678106085,19.00618392111397,27.64535843071123,0.9873342296682582,,,,,,,,,,,,,,,,,,,,,2020-03-19,2020-05-01,,2020-05-01,2020-03-19,2020-05-15,2020-03-19,2020-05-01,2020-03-19,2020-05-15,2020-03-19,2020-05-15,,,,,,,,,,,Mark Gordon,Republican
2020-05-21,AK,402.0,10.0,0,0,2.142857142857143,0.0,Alaska,731545.0,0.0005495219022753214,1.366969906157516e-05,2.9292212274803912e-06,0.0,549.5219022753214,13.669699061575159,2.929221227480391,0.0,,,,,,,,,,,,,,,,,,,2020-03-28,2020-04-24,2020-03-28,2020-04-24,,2020-04-24,2020-03-18,2020-04-24,2020-03-18,2020-05-08,2020-03-18,2020-05-08,2020-03-18,2020-05-08,,,,,,,,,,,Mike Dunleavy,Republican
2020-05-21,AL,13119.0,529.0,375,12,307.2857142857143,8.857142857142858,Alabama,4903185.0,0.002675607793709599,0.00010788905578720771,6.267063435006313e-05,1.8064060110199509e-06,2675.607793709599,107.88905578720771,62.670634350063125,1.806406011019951,,,,,,,,,,,,,,,,,,,2020-04-04,2020-04-30,2020-03-28,2020-04-30,2020-07-16,2020-05-11,2020-03-19,2020-05-11,2020-03-28,2020-05-11,2020-03-28,2020-05-22,2020-03-19,2020-05-11,,,,,,,,,,,Kay Ivey,Republican
2020-05-21,AR,5458.0,110.0,455,3,174.57142857142858,1.8571428571428572,Arkansas,3017804.0,0.0018085998958182838,3.64503460131937e-05,5.784717250405546e-05,6.153954521708027e-07,1808.5998958182838,36.4503460131937,57.84717250405546,0.6153954521708027,,,,,,,,,,,,,,,,,,,,,2020-04-04,2020-05-04,2020-07-20,2020-05-11,2020-03-19,2020-05-11,2020-03-20,2020-05-04,2020-03-20,2020-05-18,2020-03-19,2020-05-26,,,,,,,,,,,Asa Hutchinson,Republican
2020-05-21,AZ,15315.0,763.0,418,16,377.2857142857143,19.857142857142858,Arizona,7278717.0,0.0021040796063372157,0.00010482616647961447,5.183409580091028e-05,2.7281103053110675e-06,2104.079606337216,104.82616647961447,51.83409580091028,2.7281103053110676,,,,,,,,,,,,,,,,,,,2020-03-31,2020-05-16,2020-03-30,2020-05-08,,2020-05-08,2020-03-20,2020-05-11,2020-03-20,2020-05-13,2020-03-20,2020-05-16,2020-03-20,2020-05-16,2020-06-29,2020-06-29,2020-06-29,,,,,,,,Doug Ducey,Republican
2020-05-21,CA,86197.0,3542.0,2140,106,1861.857142857143,72.85714285714286,California,39512223.0,0.002181527473156851,8.964314662832309e-05,4.712104259122912e-05,1.843914042931547e-06,2181.527473156851,89.64314662832308,47.12104259122912,1.843914042931547,,,,,,,,,,,,,,,,,,,2020-03-19,,2020-03-19,2020-05-08,2020-06-18,2020-05-05,2020-03-19,,2020-03-19,,2020-03-19,,2020-03-16,,2020-07-13,2020-07-13,,2020-07-13,,,,,,,Gavin Newsom,Democratic
2020-05-21,CO,22797.0,1001.0,315,33,331.7142857142857,-8.714285714285714,Colorado,5758736.0,0.003958681210598993,0.00017382286668463358,5.760192613696577e-05,-1.5132288950710215e-06,3958.6812105989925,173.8228666846336,57.601926136965766,-1.5132288950710215,,,,,,,,,,,,,,,,,,,2020-03-26,2020-04-27,2020-03-26,2020-05-01,2020-07-16,2020-04-23,2020-03-17,2020-05-27,2020-03-17,2020-06-04,2020-03-17,2020-06-18,2020-03-17,2020-06-18,2020-06-30,,,,,,,,,,Jared Polis,Democratic
2020-05-21,CT,39208.0,3582.0,191,53,534.8571428571429,51.857142857142854,Connecticut,3565287.0,0.01099715114098809,0.0010046877011584202,0.00015001797691382009,1.4545012184753388e-05,10997.15114098809,1004.6877011584202,150.0179769138201,14.545012184753388,,,,,,,,,,,,,,,,,,,,,2020-03-23,2020-05-20,2020-04-20,2020-04-03,2020-03-16,2020-05-20,2020-03-16,2020-06-17,2020-03-16,2020-06-17,2020-03-16,,,,,,,,,,,,Ned Lamont,Democratic
2020-05-21,DC,7788.0,412.0,237,5,150.28571428571428,7.714285714285714,District of Columbia,705749.0,0.011035084711420066,0.0005837769518624894,0.00021294499076260012,1.0930636407966167e-05,11035.084711420066,583.7769518624893,212.94499076260013,10.930636407966167,,,,,,,,,,,,,,,,,,,2020-04-01,2020-05-29,2020-03-25,2020-05-29,2020-04-17,2020-04-15,2020-03-16,2020-05-29,2020-03-17,2020-06-22,2020-03-17,2020-06-22,2020-03-16,2020-05-29,,,,,,,,,,,Muriel Bowser,Democratic
2020-05-21,DE,8386.0,417.0,192,3,166.14285714285714,7.857142857142857,Delaware,973764.0,0.008611942934838421,0.00042823517813351077,0.0001706192230795728,8.068836861028808e-06,8611.942934838422,428.2351781335108,170.6192230795728,8.068836861028808,,,,,,,,,,,,,,,,,,,2020-03-24,2020-06-01,2020-03-24,2020-05-08,2020-04-28,2020-05-01,2020-03-16,2020-06-01,2020-03-19,2020-06-01,2020-03-19,2020-06-01,2020-03-16,2020-06-15,,,,,,,,,,,John C. Carney Jr.,Democratic
2020-05-21,FL,48675.0,2222.0,1204,49,780.7142857142857,39.142857142857146,Florida,21477737.0,0.0022663002158933225,0.00010345596465772907,3.63499322910177e-05,1.8224851688451696e-06,2266.3002158933223,103.45596465772907,36.3499322910177,1.8224851688451695,,,,,,,,,,,,,,,,,,,2020-04-03,2020-05-18,2020-03-20,2020-05-18,,2020-05-11,2020-03-20,2020-05-18,2020-03-20,2020-05-18,2020-03-20,,2020-03-17,,2020-06-26,,,,,,,,,,Ron DeSantis,Republican
2020-05-21,GA,40405.0,1754.0,758,67,649.5714285714286,32.42857142857143,Georgia,10617423.0,0.0038055373700379086,0.00016520016203555232,6.117976354256853e-05,3.0542789364774703e-06,3805.5373700379087,165.20016203555232,61.17976354256853,3.0542789364774703,,,,,,,,,,,,,,,,,,,2020-04-03,2020-05-01,,2020-05-01,,2020-04-27,2020-04-03,2020-04-27,2020-04-03,2020-04-24,2020-04-03,2020-04-27,2020-03-24,2020-06-01,,,,,,,,,,,Brian Kemp,Republican
2020-05-21,HI,643.0,17.0,2,0,0.7142857142857143,0.0,Hawaii,1415872.0,0.0004541370971387244,1.2006735072096912e-05,5.044846668948282e-07,0.0,454.13709713872436,12.006735072096912,0.5044846668948282,0.0,,,,,,,,,,,,,,,,,,,2020-03-25,2020-06-10,2020-03-25,2020-05-07,2020-04-16,2020-04-16,2020-03-17,2020-06-05,2020-03-25,2020-06-19,2020-03-17,,2020-03-17,2020-06-26,,,,,,,,,,,David Ige,Democratic
2020-05-21,IA,16170.0,406.0,556,18,356.42857142857144,12.571428571428571,Iowa,3155070.0,0.005125084387985052,0.0001286817725121788,0.00011297009937293672,3.984516530989351e-06,5125.084387985053,128.6817725121788,112.97009937293672,3.984516530989351,,,,,,,,,,,,,,,,,,,,,2020-03-26,2020-05-15,,,2020-03-17,2020-05-15,2020-03-17,2020-05-15,2020-03-17,2020-05-22,2020-03-17,2020-05-28,,,,,,,,,,,Kim Reynolds,Republican
2020-05-21,ID,2506.0,77.0,30,0,26.0,1.1428571428571428,Idaho,1787065.0,0.0014022993008088681,4.308740868407137e-05,1.4548995140076046e-05,6.395162698934526e-07,1402.299300808868,43.08740868407137,14.548995140076046,0.6395162698934526,,,,,,,,,,,,,,,,,,,2020-03-25,2020-05-01,2020-03-25,2020-05-01,,,2020-03-25,2020-05-16,2020-03-25,2020-05-16,2020-03-25,2020-05-30,2020-03-25,2020-05-30,,,,,,,,,,,Brad Little,Republican
2020-05-21,IL,102686.0,4607.0,2268,82,2107.0,97.0,Illinois,12671821.0,0.008103491992192756,0.00036356258504598513,0.00016627444469109845,7.654779845769602e-06,8103.491992192756,363.56258504598514,166.27444469109847,7.6547798457696015,,,,,,,,,,,,,,,,,,,2020-03-21,2020-05-29,2020-03-21,2020-05-29,2020-05-01,2020-05-01,2020-03-16,2020-05-29,2020-03-21,2020-05-29,2020-03-21,2020-06-26,2020-03-16,2020-06-26,,,,,,,,,,,J.B. Pritzker,Democratic
2020-05-21,IN,29936.0,1913.0,662,49,554.7142857142857,38.142857142857146,Indiana,6732219.0,0.00444667649700641,0.0002841559372919984,8.239694604621235e-05,5.665718412139763e-06,4446.6764970064105,284.1559372919984,82.39694604621235,5.665718412139763,,,,,,,,,,,,,,,,,,,2020-03-25,2020-05-18,2020-03-25,2020-05-18,2020-07-27,2020-05-01,2020-03-16,2020-05-18,2020-03-24,2020-06-01,2020-03-25,2020-06-12,2020-03-16,2020-06-12,,,,,,,,,,,Eric Holcomb,Republican
2020-05-21,KS,8539.0,178.0,0,0,153.0,2.0,Kansas,2913314.0,0.0029310263157352762,6.109880363050465e-05,5.2517510985770846e-05,6.865034115787038e-07,2931.026315735276,61.09880363050465,52.51751098577085,0.6865034115787038,,,,,,,,,,,,,,,,,,,2020-03-30,2020-05-04,2020-03-30,2020-05-04,2020-07-03,2020-07-03,2020-03-30,2020-05-04,2020-03-30,2020-05-18,2020-03-30,2020-05-22,2020-03-30,2020-06-08,,,,,,,,,,,Laura Kelly,Democratic
2020-05-21,KY,8167.0,376.0,98,10,155.28571428571428,7.142857142857143,Kentucky,4467673.0,0.0018280209854212696,8.416014332293344e-05,3.4757627580557996e-05,1.5987869172289788e-06,1828.0209854212696,84.16014332293345,34.757627580557994,1.5987869172289788,,,,,,,,,,,,,,,,,,,,,2020-03-26,2020-05-11,2020-05-11,2020-05-11,2020-03-16,2020-05-22,2020-03-18,2020-06-01,2020-03-18,2020-06-01,2020-03-16,2020-06-29,,,,,,,,,,,Andy Beshear,Democratic
2020-05-21,LA,36504.0,2629.0,1188,21,430.7142857142857,30.285714285714285,Louisiana,4648794.0,0.00785235912798029,0.0005655230152164196,9.265075753287535e-05,6.5147464666565745e-06,7852.3591279802895,565.5230152164196,92.65075753287535,6.514746466656574,,,,,,,,,,,,,,,,,,,2020-03-23,2020-05-15,2020-03-23,2020-05-01,2020-07-13,2020-05-01,2020-03-17,2020-05-01,2020-03-17,2020-05-15,2020-03-17,2020-05-15,2020-03-17,2020-06-05,2020-07-13,,,,,,,,,,John Bel Edwards,Democratic
2020-05-21,MA,90084.0,6148.0,1114,82,1128.857142857143,95.14285714285714,Massachusetts,6892503.0,0.013069852853165243,0.0008919836523828862,0.00016378043547563822,1.3803818024142629e-05,13069.852853165243,891.9836523828861,163.78043547563823,13.803818024142629,,,,,,,,,,,,,,,,,,,2020-03-24,2020-05-18,2020-03-24,2020-05-18,2020-05-06,2020-05-06,2020-03-17,2020-06-08,2020-03-24,2020-07-13,2020-03-24,2020-07-13,2020-03-17,,,,,,,,,,,,Charles D. Baker,Republican
2020-05-21,MD,43531.0,2221.0,1208,23,1089.7142857142858,40.857142857142854,Maryland,6045680.0,0.007200348017096505,0.0003673697582405949,0.0001802467688852678,6.758072352017119e-06,7200.348017096505,367.36975824059493,180.2467688852678,6.758072352017119,,,,,,,,,,,,,,,,,,,2020-03-30,2020-05-15,2020-03-23,2020-05-15,2020-04-18,2020-04-18,2020-03-16,2020-05-29,2020-03-16,2020-06-19,2020-03-16,,2020-03-16,2020-06-12,,,,,,,,,,,Larry Hogan,Republican
2020-05-21,ME,1877.0,73.0,58,0,44.57142857142857,0.5714285714285714,Maine,1344212.0,0.0013963571222396468,5.4306909921946836e-05,3.315803502083642e-05,4.2510301308764646e-07,1396.3571222396467,54.30690992194683,33.15803502083642,0.4251030130876465,,,,,,,,,,,,,,,,,,,2020-04-02,2020-05-31,2020-03-25,2020-05-01,2020-05-01,2020-05-01,2020-03-18,2020-06-01,2020-03-25,2020-06-17,2020-03-25,2020-07-01,2020-03-18,2020-06-01,,,,,,,,,,,Janet T. Mills,Democratic
2020-05-21,MI,60610.0,5555.0,459,41,510.57142857142856,39.57142857142857,Michigan,9986857.0,0.0060689764557558,0.0005562310544748964,5.1124335571384327e-05,3.962350574502926e-06,6068.9764557558,556.2310544748964,51.12433557138433,3.962350574502926,,,,,,,,,,,,,,,,,,,2020-03-24,2020-06-01,2020-03-24,2020-05-26,2020-04-27,2020-04-26,2020-03-16,2020-06-08,2020-03-16,,2020-03-16,,2020-03-16,2020-06-08,,,,,,,,,,,Gretchen Whitmer,Democratic
2020-05-21,MN,21582.0,818.0,973,32,716.7142857142857,22.142857142857142,Minnesota,5639632.0,0.0038268454395605955,0.00014504492491708678,0.00012708529310321768,3.926294684273219e-06,3826.8454395605954,145.04492491708677,127.08529310321768,3.926294684273219,,,,,,,,,,,,,,,,,,,2020-03-28,2020-05-18,2020-03-28,2020-04-27,2020-07-24,2020-06-01,2020-03-17,2020-06-01,2020-03-17,2020-06-10,2020-03-17,2020-06-10,2020-03-17,2020-06-10,,,,,,,,,,,Tim Walz,Democratic
2020-05-21,MO,11340.0,661.0,108,30,146.14285714285714,14.142857142857142,Missouri,6137428.0,0.0018476795165662228,0.00010769983778221105,2.38117428249842e-05,2.3043622088694387e-06,1847.679516566223,107.69983778221105,23.8117428249842,2.304362208869439,,,,,,,,,,,,,,,,,,,2020-04-06,2020-05-04,2020-04-03,2020-05-04,,,2020-03-23,2020-05-04,2020-04-03,2020-05-04,2020-04-03,,2020-03-23,2020-05-04,,,,,,,,,,,Mike Parson,Republican
2020-05-21,MS,12222.0,580.0,255,10,248.42857142857142,14.285714285714286,Mississippi,2976149.0,0.004106649230263673,0.00019488271588552857,8.34731632820035e-05,4.800066893732231e-06,4106.649230263673,194.88271588552857,83.4731632820035,4.8000668937322315,,,,,,,,,,,,,,,,,,,2020-04-03,2020-04-27,2020-04-03,2020-04-27,2020-08-05,2020-05-07,2020-03-24,2020-05-07,2020-03-24,2020-05-11,2020-03-24,2020-06-01,2020-03-24,2020-06-01,,,,,,,,,,,Tate Reeves,Republican
2020-05-21,MT,479.0,16.0,1,0,2.4285714285714284,0.0,Montana,1068778.0,0.0004481753928318135,1.4970368027785004e-05,2.2722880042173664e-06,0.0,448.1753928318135,14.970368027785003,2.2722880042173665,0.0,,,,,,,,,,,,,,,,,,,2020-03-28,2020-04-26,2020-03-28,2020-04-27,,,2020-03-20,2020-05-04,2020-03-20,2020-05-15,2020-03-20,2020-05-15,2020-03-20,2020-05-04,,,,,,,,,,,Steve Bullock,Democratic
